,id,name,host_id,host_name,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license,days_since_last_review,minimum_amount_spent,rating_score
6253,803683314275052765,Hotel in San Francisco · ★4.75 · 5 bedrooms · 6 beds · 2 baths,4624470,Sri,Castro/Upper Market,37.7678124,-122.4293507,Private room,514,2,8,2023-09-10,1.35,3,321,8,Exempt,122,1028,0.06557377049180328
6254,803858959410190155,Home in San Francisco · ★5.0 · 3 bedrooms · 3 beds · 3 baths,34963239,Landy,Outer Richmond,37.78036619366836,-122.50299832805273,Entire home/apt,496,3,3,2023-01-24,0.28,3,15,3,STR-0002581,351,1488,0.008547008547008548
6255,803907873319716746,Home in San Francisco · ★4.95 · 3 bedrooms · 4 beds · 2 baths,261857433,Iqbal,Outer Richmond,37.77863190913428,-122.4907552232788,Entire home/apt,399,1,74,2023-11-28,7.0,1,258,74,2023-000419STR,43,399,1.7209302325581395
6256,803985455920329562,Home in San Francisco · ★4.85 · 3 bedrooms · 3 beds · 3 baths,391269787,Adrian,Bernal Heights,37.74489228109915,-122.41067783543298,Entire home/apt,183,4,13,2023-11-14,1.21,2,40,13,2022-007021STR,57,732,0.22807017543859648
6257,804529508472863763,Home in San Francisco · ★5.0 · 3 bedrooms · 3 beds · 3 baths,405598639,Aleksandra,Outer Mission,37.72733144715673,-122.4460082128644,Entire home/apt,299,2,9,2023-07-17,1.04,3,0,9,STR-0005008,177,598,0.05084745762711865
6258,805030435056833413,Hotel in San Francisco · ★5.0 · 5 bedrooms · 6 beds · 2 baths,4624470,Sri,Castro/Upper Market,37.7678124,-122.4293507,Private room,514,2,5,2023-09-25,0.75,3,334,5,Exempt,107,1028,0.04672897196261682
6259,805148644494835307,Home in San Francisco · ★5.0 · 3 bedrooms · 3 beds · 2 baths,7488282,Sona,Noe Valley,37.75580209888351,-122.4325707497354,Entire home/apt,325,3,11,2023-05-14,1.11,1,0,11,2022-012270STR,241,975,0.04564315352697095
6260,805915574261484136,Home in San Francisco · 3 bedrooms · 3 beds · 2 baths,1608570,Amina And Olivier,Outer Sunset,37.75369,-122.48291,Entire home/apt,300,1,1,2023-08-01,0.24,2,108,1,2022-012659STR,162,300,0.006172839506172839
6261,806009986998550237,Home in San Francisco · ★4.92 · 2 bedrooms · 2 beds · 1 bath,496475579,Mollie,Bernal Heights,37.7416429,-122.4133335,Entire home/apt,320,2,13,2023-10-20,1.43,1,277,13,STR-0005942,82,640,0.15853658536585366
6264,806593248985327719,Home in San Francisco · ★5.0 · 3 bedrooms · 3 beds · 2 baths,8834869,Kathy,Western Addition,37.769401411843376,-122.4329366281815,Entire home/apt,499,5,4,2023-11-01,0.94,1,264,4,1141930,70,2495,0.05714285714285714
6267,807444618171465048,Home in San Francisco · ★4.86 · 3 bedrooms · 3 beds · 3 baths,83952688,Heidi,Lakeshore,37.73216782668477,-122.49638830490989,Entire home/apt,230,2,42,2023-11-26,4.86,1,0,42,2023-001681STR,45,460,0.9333333333333333
6276,808499703889641764,Rental unit in San Francisco · 1 bedroom · 2 beds · 1 bath,21265745,Brad And Sarah,Downtown/Civic Center,37.78896630667581,-122.4128319695592,Entire home/apt,243,2,2,2023-09-30,0.24,12,61,2,Exempt,102,486,0.0196078431372549
6277,808517283110770115,Rental unit in San Francisco · 1 bedroom · 2 beds · 1 bath,21265745,Brad And Sarah,Downtown/Civic Center,37.7892184017746,-122.41393090405523,Entire home/apt,243,2,2,2023-09-28,0.23,12,60,2,Exempt,104,486,0.019230769230769232
6278,808545838511216072,Rental unit in San Francisco · 1 bedroom · 2 beds · 1 bath,21265745,Brad And Sarah,Nob Hill,37.79016864702549,-122.4116302143002,Entire home/apt,339,2,1,2023-03-24,0.12,12,61,1,Exempt,292,678,0.003424657534246575
6280,808619951772444833,Condo in San Francisco · Studio · 2 beds · 1 bath,442029804,Live Suite,Downtown/Civic Center,37.78819366756517,-122.41132101057237,Entire home/apt,226,2,1,2023-03-25,0.12,48,339,1,Exempt,291,452,0.003436426116838488
6289,808621315547371207,Condo in San Francisco · Studio · 2 beds · 1 bath,482174715,Suite Life,Downtown/Civic Center,37.7878653,-122.4104163,Entire home/apt,226,2,1,2023-05-25,0.15,25,339,1,Exempt,230,452,0.004347826086956522
6290,808621321452951240,Condo in San Francisco · Studio · 2 beds · 1 bath,482174715,Suite Life,Downtown/Civic Center,37.7878653,-122.4104163,Entire home/apt,226,2,2,2023-09-14,0.5,25,339,2,Exempt,118,452,0.01694915254237288
6291,808621333943771162,Condo in San Francisco · ★5.0 · Studio · 2 beds · 1 bath,482174715,Suite Life,Downtown/Civic Center,37.7878653,-122.4104163,Entire home/apt,324,2,3,2023-11-17,1.11,25,339,3,Exempt,54,648,0.05555555555555555
6292,808621390283270648,Condo in San Francisco · ★5.0 · Studio · 2 beds · 1 bath,482174715,Suite Life,Downtown/Civic Center,37.7878653,-122.4104163,Entire home/apt,324,2,4,2023-09-29,1.05,25,339,4,Exempt,103,648,0.038834951456310676
6293,808621460936529183,Condo in San Francisco · Studio · 2 beds · 1 bath,482174715,Suite Life,Downtown/Civic Center,37.7878653,-122.4104163,Entire home/apt,324,2,2,2023-09-22,0.73,25,339,2,Exempt,110,648,0.01818181818181818
6294,808621651374875878,Condo in San Francisco · ★5.0 · Studio · 2 beds · 1 bath,480237365,LiveSuite.Io SE,Downtown/Civic Center,37.78819746807094,-122.40943860182271,Entire home/apt,324,1,4,2023-11-09,1.09,12,339,4,Exempt,62,324,0.06451612903225806
6295,808621686146885794,Condo in San Francisco · Studio · 2 beds · 1 bath,480237365,LiveSuite.Io SE,Downtown/Civic Center,37.78676086808606,-122.4096289741073,Entire home/apt,324,1,2,2023-08-25,0.27,12,339,2,Exempt,138,324,0.014492753623188406
6296,808621768599355433,Condo in San Francisco · ★4.33 · Studio · 2 beds · 1 bath,480237365,LiveSuite.Io SE,Downtown/Civic Center,37.78715253091953,-122.41124052712549,Entire home/apt,324,1,3,2023-09-29,1.15,12,339,3,Exempt,103,324,0.02912621359223301
6299,808622297875325704,Condo in San Francisco · Studio · 2 beds · 1 bath,389697794,David,Downtown/Civic Center,37.7878653,-122.4104163,Entire home/apt,256,2,1,2023-08-17,0.27,30,339,1,Exempt,146,512,0.00684931506849315
6300,808622402293119774,Condo in San Francisco · Studio · 2 beds · 1 bath,389697794,David,Downtown/Civic Center,37.7878653,-122.4104163,Entire home/apt,324,2,1,2023-09-14,0.37,30,339,1,Exempt,118,648,0.00847457627118644
6302,808623067154331653,Condo in San Francisco · ★4.25 · Studio · 2 beds · 1 bath,389697794,David,Downtown/Civic Center,37.7878653,-122.4104163,Entire home/apt,324,2,4,2023-10-26,0.39,30,339,4,Exempt,76,648,0.05263157894736842
6303,808623187874083302,Condo in San Francisco · ★4.25 · Studio · 2 beds · 1 bath,389697794,David,Downtown/Civic Center,37.7878653,-122.4104163,Entire home/apt,226,2,4,2023-09-14,0.44,30,339,4,Exempt,118,452,0.03389830508474576
6304,808623246408874041,Condo in San Francisco · ★5.0 · Studio · 2 beds · 1 bath,389697794,David,Downtown/Civic Center,37.7878653,-122.4104163,Entire home/apt,226,2,5,2023-09-22,1.28,30,339,5,Exempt,110,452,0.045454545454545456
6306,808623413161786854,Condo in San Francisco · Studio · 2 beds · 1 bath,389697794,David,Downtown/Civic Center,37.7878653,-122.4104163,Entire home/apt,226,2,2,2023-10-26,1.3,30,339,2,Exempt,76,452,0.02631578947368421
6307,808623507200236123,Condo in San Francisco · Studio · 2 beds · 1 bath,389697794,David,Downtown/Civic Center,37.7878653,-122.4104163,Entire home/apt,226,2,1,2023-09-29,0.45,30,339,1,Exempt,103,452,0.009708737864077669
6308,808623668228024320,Condo in San Francisco · Studio · 2 beds · 1 bath,389697794,David,Downtown/Civic Center,37.7878653,-122.4104163,Entire home/apt,226,2,1,2023-10-16,0.6,30,339,1,Exempt,86,452,0.011627906976744186
6312,808637795215077790,Condo in San Francisco · 3 bedrooms · 3 beds · 2 baths,389697794,David,Downtown/Civic Center,37.7890848,-122.4129685,Entire home/apt,390,2,2,2023-09-29,0.27,30,324,2,Exempt,103,780,0.019417475728155338
6313,808637821626746302,Condo in San Francisco · ★5.0 · 3 bedrooms · 3 beds · 2 baths,389697794,David,Downtown/Civic Center,37.7890848,-122.4129685,Entire home/apt,526,2,3,2023-10-26,0.41,30,324,3,Exempt,76,1052,0.039473684210526314
6314,808637930736615075,Condo in San Francisco · 2 bedrooms · 3 beds · 1 bath,389697794,David,Downtown/Civic Center,37.7890848,-122.4129685,Entire home/apt,246,2,1,2023-07-11,0.2,30,321,1,Exempt,183,492,0.00546448087431694
6315,808638039907096338,Condo in San Francisco · 2 bedrooms · 3 beds · 1 bath,389697794,David,Downtown/Civic Center,37.7890848,-122.4129685,Entire home/apt,246,2,1,2023-04-27,0.14,30,321,1,Exempt,258,492,0.003875968992248062
6321,808638556446268549,Condo in San Francisco · 1 bedroom · 2 beds · 1 bath,389697794,David,Downtown/Civic Center,37.7890848,-122.4129685,Entire home/apt,258,2,2,2023-09-14,0.23,30,362,2,Exempt,118,516,0.01694915254237288
6322,808638648118246794,Condo in San Francisco · ★5.0 · 1 bedroom · 2 beds · 1 bath,389697794,David,Downtown/Civic Center,37.7890848,-122.4129685,Entire home/apt,258,2,4,2023-09-14,0.45,30,362,4,Exempt,118,516,0.03389830508474576
6323,808638727454073781,Condo in San Francisco · ★5.0 · 1 bedroom · 2 beds · 1 bath,389697794,David,Downtown/Civic Center,37.7890848,-122.4129685,Entire home/apt,336,2,3,2023-09-15,0.41,30,362,3,Exempt,117,672,0.02564102564102564
6329,810361836386548065,Condo in San Francisco · ★4.87 · 4 bedrooms · 6 beds · 2 baths,111141,Isabella,Western Addition,37.7758079,-122.4306678,Entire home/apt,591,1,65,2023-11-30,6.89,1,0,65,2023-000814STR,41,591,1.5853658536585367
6367,811607533199978702,Home in San Francisco · ★4.80 · 1 bedroom · 2 beds · 2 shared baths,139272777,Janelle,Bayview,37.740643154850765,-122.38956837003302,Private room,78,3,5,2023-06-18,0.52,4,75,5,2022-005045str,206,234,0.024271844660194174
6370,811725030837638594,Guest suite in San Francisco · ★4.67 · 1 bedroom · 1 bed · 1 bath,35133414,Eric,Inner Sunset,37.75673814029639,-122.45854351137817,Entire home/apt,224,2,8,2023-10-01,1.26,1,0,8,2023-001375STR,101,448,0.07920792079207921
6371,812419717310765349,Home in San Francisco · 2 bedrooms · 4 beds · 2 baths,2559623,Sabeen,Bernal Heights,37.73567659299044,-122.41637608273837,Entire home/apt,400,4,1,2023-03-30,0.12,1,108,1,2023-000936STR,286,1600,0.0034965034965034965
6372,813099498776240866,Home in San Francisco · ★5.0 · 1 bedroom · 1 bed · 1 bath,240202942,Sam,Lakeshore,37.73158670732406,-122.4961570712736,Entire home/apt,110,1,21,2023-11-24,2.08,2,172,21,2022-013018STR,47,110,0.44680851063829785
6374,813365786805269595,Home in San Francisco · ★4.76 · 1 bedroom · 1 bed · 1.5 shared baths,490194796,William N Gigi,Parkside,37.745482816911526,-122.47518298330333,Private room,72,1,85,2023-11-27,8.85,3,346,85,2023-000645STR,44,72,1.9318181818181819
6375,813365936747862936,Home in San Francisco · ★4.78 · 1 bedroom · 2 beds · 1.5 shared baths,490194796,William N Gigi,Parkside,37.74389001875385,-122.47538886104115,Private room,92,1,79,2023-11-30,7.98,3,333,79,2023-000645STR,41,92,1.9268292682926829
6379,815126836280234615,Guest suite in San Francisco · ★4.81 · 2 bedrooms · 2 beds · 1 bath,498525536,Yanjiang,Bayview,37.73078295115391,-122.39545502514596,Entire home/apt,139,1,16,2023-06-30,1.7,1,0,16,2023-001288STR,194,139,0.08247422680412371
6380,815177194249960039,Home in San Francisco · 3 bedrooms · 3 beds · 2 baths,16347616,Barri,West of Twin Peaks,37.73025632381171,-122.46523138624292,Entire home/apt,268,7,1,2023-08-05,0.25,1,16,1,2023-000976STR,158,1876,0.006329113924050633
6382,815561340398335999,Home in San Francisco · ★4.93 · 1 bedroom · 1 bed · 1 private bath,36046172,Rosie,Ocean View,37.7197,-122.4633,Private room,70,1,54,2023-11-24,5.42,2,0,54,1133735,47,70,1.148936170212766
6384,816028610191508453,Rental unit in San Francisco · ★4.95 · 1 bedroom · 1 bed · 1 bath,45555637,Aidan,Noe Valley,37.74824687335465,-122.43344062022987,Entire home/apt,174,2,57,2023-11-24,6.24,1,126,57,2023-001339STR,47,348,1.2127659574468086
6387,816871631018815995,Hotel in San Francisco · ★5.0 · 1 bedroom · 1 bed · 1 private bath,407298390,San Francisco,Marina,37.8017888432313,-122.42650059964768,Private room,134,1,6,2023-06-16,0.6,9,364,6,Exempt,208,134,0.028846153846153848
6388,816875491009778756,Hotel in San Francisco · ★4.79 · 1 bedroom · 6 beds · 1 private bath,407298390,San Francisco,Marina,37.80204827767812,-122.42700917360236,Private room,219,1,22,2023-11-12,2.54,9,0,22,Exempt,59,219,0.3728813559322034
6389,816964414369835825,Guesthouse in San Francisco · ★4.73 · 2 bedrooms · 4 beds · 1 private bath,498972950,Hong Tong,Crocker Amazon,37.7145163631237,-122.4393290734836,Private room,133,1,22,2023-11-26,2.4,1,350,22,2023-000835STR,45,133,0.4888888888888889
6391,817009447085084082,Home in San Francisco · 8 bedrooms · 8 beds · 4.5 baths,222540569,John,Bayview,37.71643443068646,-122.39130401647829,Entire home/apt,1850,2,2,2023-10-04,0.73,9,356,2,2022-012006STR,98,3700,0.02040816326530612
6392,817017027613797792,Home in San Francisco · ★4.94 · 1 bedroom · 1 bed · 1.5 shared baths,222540569,John,Bayview,37.71607892397,-122.3909535320394,Private room,83,1,33,2023-10-30,3.29,9,359,33,2022-012006STR,72,83,0.4583333333333333
6393,817053637695588890,Home in San Francisco · ★4.80 · 1 bedroom · 1 bed · 1.5 shared baths,222540569,John,Bayview,37.71621364595282,-122.39146015877834,Private room,95,1,10,2023-11-25,1.01,9,359,10,2022-012006STR,46,95,0.21739130434782608
6394,817067809700979706,Home in San Francisco · ★5.0 · 1 bedroom · 1 bed · 1.5 shared baths,222540569,John,Bayview,37.71607,-122.39117,Private room,93,1,26,2023-11-26,2.56,9,356,26,2022-012006STR,45,93,0.5777777777777777
6395,818142802440744333,Home in San Francisco · 2 bedrooms · 2 beds · 1 bath,240653168,Jessieka,Bernal Heights,37.7329675988778,-122.42413907032044,Entire home/apt,250,30,1,2023-04-12,0.13,1,365,1,1142507,273,7500,0.003663003663003663
6396,818195233784141985,Rental unit in San Francisco · ★4.65 · 1 bedroom · 1 bed · 1 bath,495900269,Powell Place,Nob Hill,37.79199434480024,-122.41000040316555,Entire home/apt,164,1,17,2023-10-19,1.88,23,21,17,0147904,83,164,0.20481927710843373
6397,818231243893035313,Rental unit in San Francisco · ★4.97 · 1 bedroom · 1 bed · 1 bath,499392537,Michaiel,Castro/Upper Market,37.7630602198936,-122.432023,Entire home/apt,212,2,29,2023-11-13,3.14,1,334,29,2023-001477STR,58,424,0.5
6398,818445328258169008,Guest suite in San Francisco · ★4.96 · 1 bedroom · 2 beds · 1 bath,10428850,Jianing,Bernal Heights,37.74247294075023,-122.41025135714725,Entire home/apt,118,3,23,2023-11-16,3.07,2,65,23,2023-003257STR,55,354,0.41818181818181815
6400,818965548064467638,Condo in San Francisco · 3 bedrooms · 3 beds · 2.5 baths,32907639,Ryan,Pacific Heights,37.79122218965717,-122.43166837444411,Entire home/apt,650,5,1,2023-08-26,0.3,2,234,1,2022-011723STR,137,3250,0.0072992700729927005
6408,821038767329256107,Condo in San Francisco · 3 bedrooms · 3 beds · 2 baths,211681082,Nadim,Western Addition,37.774772133259965,-122.43068266307584,Entire home/apt,420,3,2,2023-04-04,0.24,1,2,2,2023-001293STR,281,1260,0.0071174377224199285
6409,821667684346708695,Hotel in San Francisco · ★3.71 · 1 bedroom · 1 bed · 1 private bath,309730457,Edwardian Hotel,Downtown/Civic Center,37.77439433155615,-122.42219767449131,Private room,106,1,6,2023-10-16,0.62,5,0,6,Exempt,86,106,0.06976744186046512
6410,821898577032336089,Guest suite in San Francisco · ★4.73 · 1 bedroom · 2 beds · 1 bath,500067016,Edgar,Mission,37.749494373675695,-122.42446504332707,Entire home/apt,180,5,22,2023-11-07,2.36,1,69,22,2023-001294STR,64,900,0.34375
6411,821955563580743682,Home in San Francisco · ★5.0 · 2 bedrooms · 3 beds · 1 bath,130343524,Veronica,Noe Valley,37.74429479863327,-122.4371854911513,Entire home/apt,400,1,7,2023-05-13,0.73,3,13,7,STR-0006053,242,400,0.028925619834710745
6413,822648458930697542,Aparthotel in San Francisco · 1 bedroom · 2 beds · 1 private bath,5805679,Laurence,Downtown/Civic Center,37.78898,-122.412786,Hotel room,500,3,1,2023-09-14,0.37,32,0,1,Timeshare,118,1500,0.00847457627118644
6417,824047084487341932,Rental unit in San Francisco · ★4.93 · 1 bedroom · 4 beds · 1 bath,775963,Eileen,Noe Valley,37.7498726,-122.4392861,Entire home/apt,176,4,29,2023-11-28,3.33,2,256,29,2022-008652STR,43,704,0.6744186046511628
6418,824053442345006063,Home in San Francisco · ★5.0 · 2 bedrooms · 3 beds · 1 bath,68301147,Barry,Outer Mission,37.72499511815526,-122.44242811702136,Entire home/apt,185,2,15,2023-10-30,2.0,1,69,15,2023-003403STR,72,370,0.20833333333333334
6419,824218674369102078,Home in San Francisco · ★5.0 · 2 bedrooms · 2 beds · 1.5 baths,107082058,Ricky,Crocker Amazon,37.71144225342755,-122.43552673799373,Entire home/apt,159,1,48,2023-11-12,5.35,3,163,48,2022-008971STR,59,159,0.8135593220338984
6421,824578055590701789,Home in San Francisco · ★5.0 · 3 bedrooms · 3 beds · 2 baths,2728513,Lotte,Outer Mission,37.73045656144466,-122.44611192181571,Entire home/apt,208,5,4,2023-11-24,0.55,1,98,4,2023-001941STR,47,1040,0.0851063829787234
6422,824651324753845108,Home in San Francisco · ★5.0 · 2 bedrooms · 2 beds · 2 baths,242613551,LeAndre,West of Twin Peaks,37.7423297,-122.4509038,Entire home/apt,395,5,5,2023-08-16,0.71,1,347,5,2023-001387STR,147,1975,0.034013605442176874
6423,824774828797995237,Rental unit in San Francisco · ★5.0 · 1 bedroom · 1 bed · 1 bath,617085,Alex,Mission,37.76989740178337,-122.42234675480248,Entire home/apt,185,3,3,2023-11-10,0.35,1,0,3,2023-001292STR,61,555,0.04918032786885246
6425,825556652890829322,Condo in San Francisco · ★5.0 · 1 bedroom · 1 bed · 1 shared bath,36422768,Zue,Western Addition,37.78495580840322,-122.4291757755142,Private room,59,4,8,2023-10-01,0.83,2,0,8,STR-0005648,101,236,0.07920792079207921
6426,825620580149284302,Guesthouse in San Francisco · ★4.95 · 1 bedroom · 1 bed · 1 bath,1328044,Christine,Noe Valley,37.749444,-122.440979,Entire home/apt,190,2,37,2023-12-02,4.78,1,279,37,2023-002540STR,39,380,0.9487179487179487
6427,826063960462221493,Rental unit in San Francisco · ★4.96 · 4 bedrooms · 4 beds · 3 baths,95227196,Wendy,Visitacion Valley,37.716221,-122.402887,Entire home/apt,257,1,53,2023-11-25,7.5,5,0,53,STR-0002895,46,257,1.1521739130434783
6428,826084732393425639,Rental unit in San Francisco · ★5.0 · 3 bedrooms · 3 beds · 2.5 baths,16791496,Daniell,Mission,37.76345001630237,-122.4249193209893,Entire home/apt,552,4,14,2023-07-15,1.51,2,116,14,2023-000833STR,179,2208,0.0782122905027933
6429,826222991481833765,Rental unit in San Francisco · ★5.0 · 2 bedrooms · 2 beds · 3 baths,218110608,Na,Russian Hill,37.80575846215231,-122.42376904366148,Entire home/apt,1100,1,3,2023-08-22,0.4,7,364,3,Exempt,141,1100,0.02127659574468085
6430,826251075348884167,Home in San Francisco · ★5.0 · 3 bedrooms · 2 beds · 2 baths,2504274,Elyse,Parkside,37.744379,-122.503967,Entire home/apt,550,4,3,2023-05-15,0.41,2,0,3,STR-0005127,240,2200,0.0125
6433,827603610728940835,Serviced apartment in San Francisco · ★4.33 · 1 bedroom · 3 beds · 1 bath,501239744,Beresford Arms,Downtown/Civic Center,37.78819724487359,-122.414003312447,Entire home/apt,185,1,15,2023-11-11,2.12,2,152,15,Exempt,60,185,0.25
