,id,name,host_id,host_name,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license,days_since_last_review,minimum_amount_spent,rating_score
4173,46549103,Home in San Francisco · ★4.86 · 3 bedrooms · 3 beds · 2.5 baths,918385,Helen,Ocean View,37.71419,-122.46089,Entire home/apt,325,2,64,2023-10-01,1.92,2,265,14,STR-0004227,101,650,0.6336633663366337
4174,46550917,Rental unit in San Francisco · ★5.0 · 4 bedrooms · 4 beds · 4 baths,263066931,Rajvi And Susan,Pacific Heights,37.79258,-122.43175,Entire home/apt,1093,3,10,2022-11-26,0.29,1,10,0,STR-0004895,410,3279,0.024390243902439025
4175,46553625,Home in San Francisco · ★4.33 · 2 bedrooms · 2 beds · 1.5 baths,82999389,Serena,Bayview,37.7336,-122.39101,Entire home/apt,149,30,3,2022-08-01,0.11,2,364,0,1119424,527,4470,0.0056925996204933585
4180,46623032,Condo in San Francisco · ★5.0 · 1 bedroom · 1 private bath,2238981,Lenza,Mission,37.76449005460595,-122.40708355165827,Private room,142,30,5,2023-08-20,0.14,3,120,1,City registration pending,143,4260,0.03496503496503497
4181,46640594,Home in San Francisco · ★4.87 · 2 bedrooms · 2 beds · 1 bath,27236449,Tim,West of Twin Peaks,37.73877,-122.44778,Entire home/apt,300,3,31,2023-10-27,0.93,1,239,6,STR-0004860,75,900,0.41333333333333333
4183,46644129,Guest suite in San Francisco · ★4.98 · 1 bedroom · 1 bed · 1 bath,13242738,Victor & Erica,Marina,37.80466743067501,-122.43490988118477,Entire home/apt,260,2,40,2023-11-28,5.45,1,51,40,2023-003197STR,43,520,0.9302325581395349
4190,46780128,Guesthouse in San Francisco · ★4.76 · 1 bedroom · 1 bed · 1 bath,54810554,Elizabeth,Twin Peaks,37.75496,-122.44326,Entire home/apt,277,1,99,2023-10-16,2.78,2,0,20,STR-0004461,86,277,1.1511627906976745
4198,47049897,Guest suite in San Francisco · ★4.82 · 1 bedroom · 1 bed · 1 private bath,7241833,Eunah & James,Outer Sunset,37.75846,-122.47699,Private room,82,2,65,2023-11-05,1.84,1,0,27,STR-0004883,66,164,0.9848484848484849
4200,47065418,Home in San Francisco · ★4.74 · 2 bedrooms · 2 beds · 1 private bath,14200913,Beau,Castro/Upper Market,37.76173,-122.43102,Private room,145,2,237,2023-11-21,6.89,1,0,72,STR-0005157,50,290,4.74
4205,47242917,Home in San Francisco · ★4.90 · 3 bedrooms · 3 beds · 3 baths,10081093,Cameron,Castro/Upper Market,37.76039,-122.43757,Entire home/apt,877,2,86,2023-11-17,2.48,1,11,24,2022-012167STR,54,1754,1.5925925925925926
4212,47510088,Home in San Francisco · 2 bedrooms · 2 beds · 1 bath,932502,Mari,West of Twin Peaks,37.74491,-122.45581,Entire home/apt,228,3,2,2023-01-01,0.08,1,164,1,STR-0005193,374,684,0.0053475935828877
4215,47578229,Condo in San Francisco · 1 bedroom · 1 bed · 1 bath,252936239,Amy,Seacliff,37.77620569846915,-122.51036162881924,Entire home/apt,165,10,1,2023-09-03,0.32,1,4,1,STR-0004473,129,1650,0.007751937984496124
4216,47579096,Rental unit in San Francisco · ★4.94 · 3 bedrooms · 3 beds · 1.5 baths,3503605,Joe,Western Addition,37.78182,-122.4406,Entire home/apt,596,4,16,2023-08-17,0.56,2,166,5,1124809,146,2384,0.1095890410958904
4219,47586424,Condo in San Francisco · ★4.98 · Studio · 2 beds · 1 bath,206056863,Justin,Castro/Upper Market,37.75975,-122.44625,Entire home/apt,225,2,66,2023-10-22,2.36,1,78,21,STR-0005023,80,450,0.825
4221,47705504,Guesthouse in San Francisco · ★4.96 · 1 bedroom · 2 beds · 1 bath,384297401,Sophia & Tyler,Castro/Upper Market,37.7621,-122.43123,Entire home/apt,212,1,256,2023-11-16,7.49,1,155,83,STR-0005177,55,212,4.654545454545454
4229,47857629,Home in San Francisco · ★4.97 · 1 bedroom · 1 bed · 1 private bath,41630936,Ryan,Ocean View,37.71957,-122.45192,Private room,121,4,32,2023-10-01,0.94,1,350,3,2023-007350STR,101,484,0.31683168316831684
4231,47871031,Home in San Francisco · ★4.90 · 3 bedrooms · 3 beds · 1 bath,385878161,Sally,Outer Richmond,37.77572,-122.49473,Entire home/apt,315,3,95,2023-10-22,2.8,1,0,17,pending,80,945,1.1875
4240,47924635,Guest suite in San Francisco · ★4.95 · 1 bedroom · 1 bed · 1 bath,39759525,Maria,Castro/Upper Market,37.75662,-122.43157,Entire home/apt,126,2,166,2023-11-06,4.95,3,65,55,pending,65,252,2.5538461538461537
4244,47982211,Serviced apartment in San Francisco · ★4.84 · 1 bedroom · 2 beds · 1 bath,20704144,William,Russian Hill,37.80527,-122.42149,Entire home/apt,233,2,25,2023-11-24,0.75,20,1,10,Exempt,47,466,0.5319148936170213
4245,47982363,Serviced apartment in San Francisco · ★4.67 · Studio · 1 bed · 1 bath,20704144,William,Chinatown,37.79141,-122.40724,Entire home/apt,145,1,6,2023-09-22,0.42,20,26,1,Exempt,110,145,0.05454545454545454
4248,48013359,Home in San Francisco · ★4.75 · 1 bedroom · 2 beds · 1 bath,387032745,Maura,Bernal Heights,37.74252,-122.41494,Entire home/apt,125,30,16,2022-12-31,0.47,1,40,1,City registration pending,375,3750,0.042666666666666665
4252,48043930,Serviced apartment in San Francisco · ★4.74 · 2 bedrooms · 3 beds · 1 bath,20704144,William,Russian Hill,37.80634,-122.42153,Entire home/apt,288,2,31,2023-11-21,0.94,20,2,24,Exempt,50,576,0.62
4253,48047294,Guest suite in San Francisco · ★4.92 · 2 bedrooms · 2 beds · 1 bath,151148,Rebecca,Outer Sunset,37.75058,-122.48564,Entire home/apt,189,4,50,2023-11-26,1.74,1,130,41,2022-008407STR,45,756,1.1111111111111112
4254,48047926,Resort in San Francisco · ★4.91 · Studio · 2 beds · 1 private bath,159391934,Kalven,Downtown/Civic Center,37.78899860727744,-122.40930718160652,Private room,211,2,47,2023-06-06,1.4,11,5,16,Exempt,218,422,0.21559633027522937
4257,48082869,Home in San Francisco · ★4.83 · 2 bedrooms · 2 beds · 2 baths,96117,Annette,Bayview,37.7372,-122.38801,Entire home/apt,209,2,6,2023-10-22,0.28,3,0,1,STR-0005525,80,418,0.075
4261,48110320,Home in San Francisco · ★5.0 · 3 bedrooms · 5 beds · 4 baths,387962998,David,West of Twin Peaks,37.73508,-122.46109,Entire home/apt,475,5,6,2023-11-25,0.21,1,244,2,2023-006356STR,46,2375,0.13043478260869565
4262,48111367,Guest suite in San Francisco · ★4.65 · 1 bedroom · 1 shared bath,10538570,Anna,West of Twin Peaks,37.73595,-122.45427,Private room,75,1,48,2023-09-16,1.44,4,260,10,STR-0004821,116,75,0.41379310344827586
4264,48135674,Condo in San Francisco · ★5.0 · 1 bedroom · 1 bed · 1 bath,1809413,Kunal,Mission,37.75173,-122.40834,Entire home/apt,205,2,3,2023-10-02,1.14,1,106,3,2023-006170STR,100,410,0.03
4265,48149914,Rental unit in San Francisco · ★4.94 · 1 bedroom · 1 bed · 1 bath,253554260,Ken,Inner Richmond,37.78214,-122.47809,Entire home/apt,108,2,18,2023-11-26,0.79,2,157,8,STR-0003872,45,216,0.4
4273,48230046,Guest suite in San Francisco · ★4.66 · 2 bedrooms · 2 beds · 1 bath,385452652,James,Outer Richmond,37.77589,-122.49409,Entire home/apt,141,2,155,2023-12-01,4.84,1,53,49,STR-0005012,40,282,3.875
4275,48233813,Condo in San Francisco · ★4.96 · 3 bedrooms · 4 beds · 1 bath,5064498,Sean,Mission,37.7612,-122.42079,Entire home/apt,607,1,89,2023-10-02,2.64,1,144,21,1121287,100,607,0.89
4276,48239143,Cottage in San Francisco · ★5.0 · 1 bedroom · 1 bed · 1 bath,2381759,Kelly,Nob Hill,37.79308,-122.41494,Entire home/apt,250,14,12,2023-03-11,0.41,1,2,2,STR-0005142,305,3500,0.03934426229508197
4279,48257958,Rental unit in San Francisco · ★4.86 · 2 bedrooms · 2 beds · 1 private bath,2872169,Maximilian,Outer Sunset,37.76439,-122.47854,Private room,116,3,111,2023-11-13,3.42,7,80,41,STR-0005380,58,348,1.9137931034482758
4286,48299614,Home in San Francisco · ★4.86 · 2 bedrooms · 3 beds · 2 baths,389814586,JieYan,Parkside,37.74023818969727,-122.47209167480467,Entire home/apt,135,1,272,2023-11-29,8.14,1,311,93,STR-0003871,42,135,6.476190476190476
4287,48304083,Home in San Francisco · ★4.99 · 3 bedrooms · 4 beds · 3 baths,33856710,Samson,Outer Mission,37.73205,-122.45022,Entire home/apt,403,2,77,2023-10-25,2.5,3,0,26,2023-011078STR,77,806,1.0
4293,48368087,Home in San Francisco · ★4.49 · 2 bedrooms · 3 beds · 1.5 baths,339410138,Uni,Outer Sunset,37.75552,-122.49595,Entire home/apt,166,2,83,2023-07-31,2.56,1,309,20,STR-0004874,163,332,0.50920245398773
4294,48382323,Boutique hotel in San Francisco · ★5.0 · 1 bedroom · 2 beds · 1 private bath,199349788,Dan,Downtown/Civic Center,37.78832,-122.41371,Private room,313,3,9,2023-03-26,0.27,1,3,3,1121760,290,939,0.03103448275862069
4296,48428662,Home in San Francisco · ★5.0 · 2 bedrooms · 3 beds · 2 baths,219008966,Ubaldo,Marina,37.79774,-122.43819,Entire home/apt,600,5,36,2023-10-09,2.54,2,208,26,2022-007681STR,93,3000,0.3870967741935484
4301,48463238,Home in San Francisco · ★4.98 · 2 bedrooms · 3 beds · 2 baths,48335891,Stephanie,Twin Peaks,37.74932,-122.44706,Entire home/apt,300,2,82,2023-10-13,2.92,1,72,31,pending,89,600,0.9213483146067416
4302,48470000,Condo in San Francisco · ★5.0 · 2 bedrooms · 4 beds · 2 baths,8749573,Nogah,Castro/Upper Market,37.76469,-122.43382,Entire home/apt,399,2,11,2023-07-06,0.47,1,8,4,STR-0005385,188,798,0.05851063829787234
4303,48473036,Guest suite in San Francisco · ★4.62 · 1 bedroom · 1 bed · 1 bath,390988801,Olga,Outer Sunset,37.75883,-122.48778,Entire home/apt,120,3,87,2023-11-25,2.76,1,175,28,pending,46,360,1.891304347826087
4304,48486251,Guest suite in San Francisco · ★4.99 · 1 bedroom · 1 bed · 1 bath,4170606,Elizabeth,Parkside,37.74159,-122.47779,Entire home/apt,120,4,86,2023-11-27,2.84,1,13,30,STR-0004774,44,480,1.9545454545454546
4307,48524582,Home in San Francisco · ★5.0 · 2 bedrooms · 2 beds · 2 baths,28936230,Vijay,Bernal Heights,37.74098,-122.4221,Entire home/apt,750,1,5,2023-09-25,0.68,2,148,5,1132197,107,750,0.04672897196261682
4308,48530225,Home in San Francisco · ★4.95 · 5 bedrooms · 5 beds · 3 baths,207077,Hasan,Outer Sunset,37.75615,-122.49176,Entire home/apt,350,2,21,2023-08-01,0.65,1,0,7,STR-0005197,162,700,0.12962962962962962
4313,48567054,Condo in San Francisco · ★4.65 · 1 bedroom · 1 bed · 1 private bath,391844602,Moustapha,South of Market,37.77557,-122.41304,Private room,229,30,23,2022-10-11,0.7,2,77,0,City registration pending,456,6870,0.05043859649122807
4321,48631814,Rental unit in San Francisco · ★4.97 · 1 bedroom · 2 beds · 1 bath,69892706,Norma,Lakeshore,37.73352,-122.49277,Entire home/apt,239,2,36,2023-10-18,1.59,1,151,9,STR-0004782,84,478,0.42857142857142855
4322,48640926,Rental unit in San Francisco · ★4.93 · 1 bedroom · 1 bed · 1 private bath,2872169,Maximilian,Outer Sunset,37.7647,-122.47853,Private room,110,3,86,2023-11-18,2.65,7,0,30,STR-0005380,53,330,1.6226415094339623
4332,48712090,Home in San Francisco · ★4.96 · 1 bedroom · 1 bed · 1.5 shared baths,383477150,Sonja,Western Addition,37.77666,-122.42777,Private room,150,1,55,2023-11-08,1.87,2,7,18,STR-0005588,63,150,0.873015873015873
4333,48712496,Home in San Francisco · ★4.95 · 1 bedroom · 1 bed · 1.5 shared baths,383477150,Sonja,Western Addition,37.776985,-122.428947,Private room,140,1,81,2023-11-05,2.76,2,7,18,STR-0005588,66,140,1.2272727272727273
4336,48736078,Home in San Francisco · ★4.84 · 4 bedrooms · 5 beds · 2 baths,61793006,Kristen,Diamond Heights,37.73666,-122.44309,Entire home/apt,525,4,25,2023-11-26,0.77,1,4,4,STR-0004665,45,2100,0.5555555555555556
4338,48753894,Rental unit in San Francisco · ★5.0 · 1 bedroom · 1 bed · 1 private bath,165901112,Dennis,Inner Sunset,37.76514,-122.46098,Private room,150,4,23,2023-11-11,0.75,1,0,12,STR-0005201,60,600,0.38333333333333336
4340,48773100,Home in San Francisco · 1 bedroom · 2 beds · 1 bath,234892136,N,Castro/Upper Market,37.76067,-122.43224,Entire home/apt,299,7,1,2023-04-22,0.13,3,0,1,City registration pending,263,2093,0.0038022813688212928
4342,48868806,Rental unit in San Francisco · ★4.97 · 2 bedrooms · 2 beds · 2 baths,99291678,Randall,Castro/Upper Market,37.75953,-122.44444,Entire home/apt,550,3,30,2023-09-15,0.97,1,0,4,2711025,117,1650,0.2564102564102564
4343,48887669,Rental unit in San Francisco · ★4.89 · Studio · 1 bed · 1 bath,391269787,Adrian,Bernal Heights,37.74507,-122.41046,Entire home/apt,105,5,38,2023-09-30,1.22,2,46,5,2022-007021str,102,525,0.37254901960784315
4345,48900825,Guest suite in San Francisco · ★4.86 · 1 bedroom · 1 bed · 1 bath,2489655,Christophe,Castro/Upper Market,37.7586,-122.44153,Entire home/apt,185,30,21,2023-04-28,0.66,1,179,1,City registration pending,257,5550,0.08171206225680934
4347,48905338,Serviced apartment in San Francisco · ★4.86 · Studio · 2 beds · 1 bath,159391934,Kalven,Downtown/Civic Center,37.78893,-122.40919,Entire home/apt,211,2,37,2023-10-25,1.14,11,3,15,Exempt,77,422,0.4805194805194805
4348,48907152,Condo in San Francisco · ★4.97 · Studio · 2 beds · 1 bath,52178915,Jim,Downtown/Civic Center,37.78753,-122.40927,Entire home/apt,124,2,29,2023-11-17,0.89,48,3,6,Exempt,54,248,0.5370370370370371
4351,48944113,Condo in San Francisco · 1 bedroom · 2 beds · 1 bath,20704144,William,Russian Hill,37.80635,-122.41989,Entire home/apt,233,2,1,2023-06-15,0.17,20,1,1,Exempt,209,466,0.004784688995215311
4353,48975571,Hotel in San Francisco · ★4.89 · Studio · 2 beds · 1 private bath,159391934,Kalven,Downtown/Civic Center,37.78851065425708,-122.40971840980754,Private room,212,2,9,2023-07-06,0.63,11,5,7,Exempt,188,424,0.047872340425531915
4356,49011402,Condo in San Francisco · ★4.75 · 1 bedroom · 1 bed · 1 bath,1339470,Sandy,Outer Richmond,37.77186,-122.51136,Entire home/apt,175,10,4,2023-02-21,0.15,2,70,2,STR-0004473,323,1750,0.01238390092879257
4360,49025308,Rental unit in San Francisco · ★5.0 · Studio · 1 bed · 1 bath,8873381,Harendra,Bayview,37.73273,-122.39371,Entire home/apt,180,4,29,2023-09-15,0.97,1,89,8,pending,117,720,0.24786324786324787
4362,49041741,Rental unit in San Francisco · ★4.74 · 2 bedrooms · 4 beds · 2 baths,34007109,Vicky,Inner Sunset,37.76027,-122.47527,Entire home/apt,233,1,111,2023-11-26,3.47,6,329,35,STR-0003784,45,233,2.466666666666667
4363,49043049,Home in San Francisco · ★4.93 · 1 bedroom · 1 bed · 1 bath,12838565,Cherry,Mission,37.7542,-122.411,Entire home/apt,142,2,101,2023-11-12,3.35,1,70,39,pending,59,284,1.7118644067796611
4364,49043980,Guest suite in San Francisco · ★5.0 · 1 bedroom · 2 beds · 1 bath,8517866,Maria,West of Twin Peaks,37.73817,-122.45966,Entire home/apt,259,3,40,2023-10-22,1.29,1,170,14,Pending Application,80,777,0.5
4366,49058232,Home in San Francisco · ★4.95 · 3 bedrooms · 4 beds · 2.5 baths,395647147,Ruobing,Presidio,37.80594,-122.44864,Entire home/apt,762,2,81,2023-11-10,2.61,1,220,30,STR-0005857,61,1524,1.3278688524590163
4367,49060748,Condo in San Francisco · 1 bedroom · 2 beds · 1 bath,245447609,Kim,Downtown/Civic Center,37.78787,-122.41042,Entire home/apt,250,1,2,2022-09-22,0.08,12,0,0,timeshare,475,250,0.004210526315789474
4371,49081860,Rental unit in San Francisco · ★4.76 · 1 bedroom · 1 private bath,394604022,Veronica,Nob Hill,37.79114,-122.41073,Private room,86,2,105,2023-11-17,3.35,4,77,33,2023-008833STR,54,172,1.9444444444444444
4372,49081984,Rental unit in San Francisco · ★4.85 · 1 bedroom · 1 bed · 1 private bath,394604022,Veronica,Downtown/Civic Center,37.78967,-122.41261,Private room,89,2,111,2023-11-18,3.63,4,75,44,2023-008833STR,53,178,2.0943396226415096
4373,49089497,Rental unit in San Francisco · ★4.77 · 1 bedroom · 1 bed · 1 private bath,394604022,Veronica,Downtown/Civic Center,37.78953,-122.41274,Private room,96,2,69,2023-09-14,2.32,4,80,22,2023-008833STR,118,192,0.5847457627118644
4375,49093030,Home in San Francisco · ★4.89 · 2 bedrooms · 2 beds · 1.5 baths,229685084,Zhi Yuan,Excelsior,37.72299,-122.42622,Entire home/apt,124,3,104,2023-11-26,3.33,1,93,47,STR-0005097,45,372,2.311111111111111
4376,49101007,Guest suite in San Francisco · ★4.99 · Studio · 2 beds · 1 bath,26656152,Jaehak,West of Twin Peaks,37.7407,-122.45124,Entire home/apt,151,2,69,2023-10-10,2.32,1,45,15,STR-0005283,92,302,0.75
4377,49110806,Home in San Francisco · ★3.75 · 1 bedroom · 1 bed · 1 shared bath,7584596,Dennis,Bayview,37.731943336287,-122.38909999015578,Private room,65,1,4,2023-07-03,0.52,2,179,4,2023-002813STR,191,65,0.020942408376963352
4378,49115658,Home in San Francisco · ★4.97 · 2 bedrooms · 2 beds · 1 bath,14170355,Cory,Castro/Upper Market,37.758636,-122.435921,Entire home/apt,395,31,32,2023-09-15,1.59,2,269,11,2021-001994STR,117,12245,0.27350427350427353
4380,49130015,Guest suite in San Francisco · ★4.86 · 4 bedrooms · 4 beds · 3 baths,396251035,Lily,Lakeshore,37.73167,-122.47795,Entire home/apt,208,2,77,2023-11-22,2.48,1,131,37,STR-0004823,49,416,1.5714285714285714
4381,49131050,Home in San Francisco · ★4.98 · 1 bedroom · 1 bed · 1 private bath,262054570,Kenny,Marina,37.805939,-122.435486,Private room,274,1,109,2023-12-03,3.43,3,253,28,2023-009171STR,38,274,2.8684210526315788
4384,49161676,Guest suite in San Francisco · ★4.96 · 1 bedroom · 1 bed · 1 bath,13340074,May,Lakeshore,37.71984,-122.47423,Entire home/apt,140,2,122,2023-11-10,3.82,1,329,48,STR-0004776,61,280,2.0
4385,49180146,Guest suite in San Francisco · ★4.92 · Studio · 1 bed · 1 bath,71975,Oscar,Twin Peaks,37.7544,-122.45452,Entire home/apt,170,2,131,2023-11-25,4.13,3,75,57,STR-0004780,46,340,2.847826086956522
4390,49248632,Guest suite in San Francisco · ★4.98 · 1 bedroom · 2 beds · 1 bath,258005,Rose,Glen Park,37.74078,-122.42679,Entire home/apt,150,3,83,2023-11-29,2.7,1,115,31,pending,42,450,1.9761904761904763
4392,49249440,Rental unit in San Francisco · ★4.76 · 1 bedroom · 1 private bath,394604022,Veronica,Downtown/Civic Center,37.78941,-122.41128,Private room,89,2,93,2023-10-21,3.01,4,76,35,2023-008833STR,81,178,1.1481481481481481
4397,49263227,Home in San Francisco · ★4.88 · 1 bedroom · 1 bed · 1 private bath,20717633,Shagun,Western Addition,37.78047,-122.43017,Private room,99,1,131,2023-11-21,4.61,3,176,54,2021-008747STR,50,99,2.62
4399,49270960,Condo in San Francisco · ★5.0 · 4 bedrooms · 4 beds · 3 baths,113483038,Wade,Pacific Heights,37.79215,-122.43462,Entire home/apt,749,5,10,2023-09-15,0.61,1,349,6,2022-006636STR,117,3745,0.08547008547008547
4403,49275820,Home in San Francisco · ★4.98 · 2 bedrooms · 2 beds · 1 bath,58232149,Carlos,Potrero Hill,37.759869,-122.402878,Entire home/apt,362,1,168,2023-11-20,5.58,2,219,48,STR-0005231,51,362,3.2941176470588234
4407,49294011,Condo in San Francisco · ★5.0 · 3 bedrooms · 3 beds · 1.5 baths,1855382,Will,Haight Ashbury,37.76858,-122.43909,Entire home/apt,450,30,11,2023-08-26,0.35,1,0,2,pending,137,13500,0.08029197080291971
4408,49295380,Condo in San Francisco · ★5.0 · 3 bedrooms · 3 beds · 1 bath,4093167,Jeremie,Haight Ashbury,37.76065,-122.45107,Entire home/apt,700,30,17,2022-11-29,0.55,1,365,0,pending,407,21000,0.04176904176904177
4410,49318980,Townhouse in San Francisco · ★4.96 · 1 bedroom · 1 bed · 2 shared baths,129961318,John L,Haight Ashbury,37.77257,-122.44973,Private room,80,3,96,2023-10-29,4.0,1,0,53,STR-0005400,73,240,1.3150684931506849
4412,49346564,Boutique hotel in San Francisco · ★4.54 · 1 bedroom · 1 bed · 1 private bath,323621670,Hotel Caza,North Beach,37.80658721923828,-122.4180145263672,Private room,149,1,235,2023-09-17,7.66,6,201,5,Exempt,115,149,2.0434782608695654
4413,49372509,Home in San Francisco · 2 bedrooms · 3 beds · 2 baths,262054570,Kenny,Marina,37.80633,-122.43416,Entire home/apt,1800,2,1,2022-12-04,0.08,3,163,1,2023-009171STR,402,3600,0.0024875621890547263
4417,49435568,Home in San Francisco · ★5.0 · 3 bedrooms · 3 beds · 1 bath,5928633,Derek,Bernal Heights,37.744476318359375,-122.41868591308594,Entire home/apt,369,2,71,2023-11-24,2.41,2,0,34,2021-003352STR,47,738,1.5106382978723405
4418,49444697,Guest suite in San Francisco · ★4.76 · 2 bedrooms · 2 beds · 1 bath,398787940,Fa Hui,Excelsior,37.71789,-122.43813,Entire home/apt,94,1,75,2023-11-11,2.75,2,179,27,STR-0005235,60,94,1.25
4420,49467545,Boutique hotel in San Francisco · ★4.57 · 1 bedroom · 1 bed · 1 bath,323621670,Hotel Caza,North Beach,37.80658721923828,-122.4180145263672,Private room,170,1,98,2023-11-19,3.86,6,354,50,Exempt,52,170,1.8846153846153846
4421,49467562,Townhouse in San Francisco · ★4.91 · 4 bedrooms · 4 beds · 2 baths,6456352,Heidi,Western Addition,37.77558,-122.42929,Entire home/apt,320,3,11,2023-07-26,0.37,1,30,5,pending,168,960,0.06547619047619048
4423,49471125,Home in San Francisco · 2 bedrooms · 2 beds · 2.5 baths,1996629,Pablo,Bernal Heights,37.73337,-122.42663,Entire home/apt,166,1,2,2022-01-02,0.07,6,0,0,STR-0004764,738,166,0.0027100271002710027
4426,49502419,Boutique hotel in San Francisco · ★4.47 · 1 bedroom · 2 beds · 1 shared bath,323621670,Hotel Caza,North Beach,37.80658721923828,-122.4180145263672,Private room,163,1,105,2023-11-19,3.42,6,364,38,Exempt,52,163,2.019230769230769
4427,49516037,Boutique hotel in San Francisco · ★4.41 · 1 bedroom · 2 beds · 1 shared bath,323621670,Hotel Caza,North Beach,37.80658721923828,-122.4180145263672,Private room,184,1,27,2023-04-14,0.87,6,363,9,Exempt,271,184,0.0996309963099631
4428,49516251,Boutique hotel in San Francisco · ★4.50 · 1 bedroom · 1 bed · 1 private bath,323621670,Hotel Caza,North Beach,37.80658721923828,-122.4180145263672,Private room,170,1,4,2023-07-16,0.13,6,364,1,Exempt,178,170,0.02247191011235955
4432,49536131,Home in San Francisco · ★3.20 · 1 bedroom · 1 bed · 1 private bath,12491207,Choon Hee,Ocean View,37.70848,-122.46948,Private room,74,2,5,2023-09-05,0.85,1,325,5,2023-002231STR,127,148,0.03937007874015748
4434,49549097,Condo in San Francisco · ★5.0 · 2 bedrooms · 2 beds · 2.5 baths,578197,Michael,Potrero Hill,37.76359,-122.39005,Entire home/apt,250,2,8,2023-11-26,0.26,1,11,2,pending,45,500,0.17777777777777778
4438,49585352,Home in San Francisco · ★4.67 · 2 bedrooms · 2 beds · 2 baths,305422,Jean,Haight Ashbury,37.767391204833984,-122.45100402832033,Entire home/apt,280,5,3,2023-11-10,0.1,1,0,1,STR-0005335,61,1400,0.04918032786885246
4440,49591060,Guesthouse in San Francisco · ★4.89 · 1 bedroom · 1 bed · 1 bath,2463273,Ingrid,Mission,37.75862,-122.42376,Entire home/apt,110,3,111,2023-11-13,3.62,2,162,38,STR-0000253,58,330,1.9137931034482758
4441,49592154,Rental unit in San Francisco · ★5.0 · Studio · 1 bed · 1 bath,105835535,Peter,Marina,37.80015,-122.43413,Entire home/apt,156,30,23,2023-09-30,0.74,1,185,4,pending,102,4680,0.22549019607843138
4442,49592921,Home in San Francisco · ★5.0 · 3 bedrooms · 3 beds · 2 baths,216743744,Nina,Bernal Heights,37.739,-122.41786,Entire home/apt,360,3,10,2023-04-01,0.34,1,0,2,City registration pending,284,1080,0.035211267605633804
4444,49595336,Townhouse in San Francisco · ★4.90 · 3 bedrooms · 3 beds · 3 baths,389843649,Khoang,Outer Mission,37.71493,-122.44787,Entire home/apt,186,2,102,2023-11-24,3.32,1,162,34,2023-001905STR,47,372,2.1702127659574466
4447,49615500,Home in San Francisco · ★4.73 · 1 bedroom · 1 bed · 1 private bath,65978352,Caleb,Excelsior,37.72225,-122.41058,Private room,60,1,187,2023-11-15,6.06,1,214,60,pending,56,60,3.3392857142857144
4449,49634091,Aparthotel in San Francisco · ★4.72 · 1 bedroom · 1 bed · 1 bath,399069771,Marina Motel,Marina,37.799881,-122.435287,Entire home/apt,171,1,754,2023-11-27,24.24,11,0,225,Licensed hotel/B&B,44,171,17.136363636363637
4450,49634141,Aparthotel in San Francisco · ★4.79 · 1 bedroom · 1 bed · 1 bath,399069771,Marina Motel,Marina,37.799881,-122.435287,Entire home/apt,197,1,761,2023-11-27,24.68,11,0,271,Licensed hotel/B&B,44,197,17.295454545454547
4451,49634202,Aparthotel in San Francisco · ★4.85 · 1 bedroom · 2 beds · 1 bath,399069771,Marina Motel,Marina,37.799881,-122.435287,Entire home/apt,218,1,107,2023-11-30,3.49,11,0,26,Licensed hotel/B&B,41,218,2.6097560975609757
4452,49634228,Aparthotel in San Francisco · ★4.79 · 1 bedroom · 2 beds · 1 bath,399069771,Marina Motel,Marina,37.799881,-122.435287,Entire home/apt,181,1,538,2023-11-29,17.39,11,0,155,Licensed hotel/B&B,42,181,12.80952380952381
4454,49634300,Aparthotel in San Francisco · ★4.56 · 1 bedroom · 1 bed · 1 bath,399069771,Marina Motel,Marina,37.799881,-122.435287,Entire home/apt,139,1,262,2023-11-21,8.4,11,337,36,Licensed hotel/B&B,50,139,5.24
4455,49634330,Boutique hotel in San Francisco · ★4.69 · 1 bedroom · 3 beds · 1 private bath,399069771,Marina Motel,Marina,37.799881,-122.435287,Private room,169,1,188,2023-11-26,6.04,11,365,125,Licensed hotel/B&B,45,169,4.177777777777778
4456,49634358,Boutique hotel in San Francisco · ★4.82 · 1 bedroom · 2 beds · 1 private bath,399069771,Marina Motel,Marina,37.799881,-122.435287,Private room,181,1,136,2023-10-04,4.33,11,0,26,Licensed hotel/B&B,98,181,1.3877551020408163
4457,49634378,Aparthotel in San Francisco · ★4.83 · 2 bedrooms · 2 beds · 1 bath,399069771,Marina Motel,Marina,37.799881,-122.435287,Entire home/apt,262,1,79,2023-11-28,2.65,11,0,35,Licensed hotel/B&B,43,262,1.8372093023255813
4458,49634404,Aparthotel in San Francisco · ★4.88 · 1 bedroom · 1 bed · 1 bath,399069771,Marina Motel,Marina,37.799881,-122.435287,Entire home/apt,284,1,25,2023-10-14,0.82,11,0,9,Licensed hotel/B&B,88,284,0.2840909090909091
4459,49634424,Aparthotel in San Francisco · ★4.57 · 2 bedrooms · 2 beds · 1 bath,399069771,Marina Motel,Marina,37.799881,-122.435287,Entire home/apt,132,1,343,2023-05-11,10.95,11,0,1,Licensed hotel/B&B,244,132,1.4057377049180328
